"Sample";"Zone";"Profondeur";"Date";"Longitude";"Latitude";"RHO";"Recouvrement_Rhodolithes_video";"CaCO3";"LOI_550";"Mean";"Median";"Mode";"SD";"Variance";"CV";"Skewness";"Kurtosis";"d10";"d50";"d90";"pc_2";"pc_4";"pc_63";"pc_125";"pc_250";"pc_500";"pc_1000";"pc_2000";"pc_2500";"pc_4000";"min_bathy";"mean_bathy";"max_bathy";"min_ag";"mean_ag";"max_ag";"min_am";"mean_am";"max_am";"min_aq";"mean_aq";"max_aq";"min_co";"mean_co";"max_co";"min_er";"mean_er";"max_er";"min_in";"mean_in";"max_in";"min_mo_ais";"mean_mo_ais";"max_mo_ais";"min_mo_pp";"mean_mo_pp";"max_mo_pp";"min_pe";"mean_pe";"max_pe";"min_po";"mean_po";"max_po";"min_re";"mean_re";"max_re";"min_to";"mean_to";"max_to";"min_tm";"mean_tm";"max_tm";"p_mean_cum";"dist_land";"dist_ports"
"T11S0678";"Cargese";40;"2022-02-28";8.62263333333333;41.9760666666667;"1";"10-50%";48.6033519553073;6.38194653551478;336.771;173.611;140.097;379.591;144089;112.715;1.96088;3.53884;57.5376;173.611;890.019;0.796444;0.503656;10.2433;23.3286;26.8899;17.1234;12.9594;8.1553;0;0;-66.0704879760742;-44.4614619016647;-37.0038681030273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00453498912975192;0.00462048765151731;0.00471169268712401;0.00462048765151731;528.829443559863;11097.5973741168
"T11S0799";"Propriano";12.93;"2022-03-04";8.87623333333333;41.66775;NA;"0";1.39275766016713;1.46662010729815;181.599;159.434;153.824;107.312;11516;59.0929;1.10821;1.20289;66.3932;159.434;339.823;0.494866;0.19818;8.570834;21.98062;48.7873;18.7059;1.2623;0;0;0;-14.7320880889893;-12.7438519795736;-10.3832368850708;0.635107517242432;0.665490972995758;0.696232438087463;0.0414237417280674;0.0636416971683502;0.090939462184906;0;0;0;0.21386706829071;0.247534642616908;0.277519851922989;0.333172917366028;0.401019298036893;0.475925207138062;0;0;0;0;0;0;0;0;0;0;0;0;0.286918222904205;0.32314563592275;0.35623100399971;0;6.82907935697585e-05;0.00111237796954811;0.333687514066696;0.387048321962357;0.436121344566345;0.00267293932847679;0.00287803211249411;0.00308523164130747;2.09082689160908;403.616707016287;2372.34803494188
"T11S0800";"Propriano";75.2;"2022-03-04";8.86348333333333;41.6672833333333;NA;NA;10.0278551532033;6.06683726314505;342.859;160.213;116.275;403.085;162478;117.566;1.72438;2.17379;38.1854;160.213;1024.84;1.39454;1.04419;14.53227;23.2422;21.8243;16.0256;11.4901;10.4468;0;0;-81.1743774414062;-73.7162031446184;-66.6975784301758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0052986559458077;0.00538536439028879;0.00544980401173234;0.00538536439028879;965.423187068907;3371.52153498786
"T11S0801";"Propriano";20.92;"2022-03-04";8.87145;41.665;NA;"0";1.94986072423398;0.831607558892069;657.374;641.46;684.184;366.028;133977;55.6804;0.522883;0.475247;150.389;641.46;1121.36;0.215241;0.085013;3.229316;4.58505;7.34798;17.0274;51.7579;15.7521;0;0;-23.0220832824707;-21.5303010344505;-20.1227703094482;0.512754678726196;0.544325762987137;0.574419498443604;0;0;0;0;0;0;0.106456115841866;0.136498061567545;0.163801297545433;0.0380851738154888;0.0821016900241375;0.120327703654766;0;0;0;0;0;0;0;0;0;0;0;0;0.1752640157938;0.208522381881873;0.239229679107666;0;0;0;0.0836733654141426;0.11920531714956;0.149653166532516;0.00282150390557945;0.00304485420541217;0.00324682611972094;1.09369806781566;323.185552094094;2868.98845722099
"T11S0802";"Propriano";3.18;"2022-03-04";8.8775;41.663;NA;"0";1.1142061281337;0.961235685046153;494.236;427.588;567.746;391.901;153586;79.2943;1.13056;1.2149;68.6217;427.588;1025.9;0.30156;0.169972;8.551388;10.27918;12.9395;25.7023;31.2985;10.7576;0;0;-5.51386594772339;-3.19879819500831;-1.39530193805695;0.870607912540436;0.909802121144754;0.937408685684204;0.0903537198901176;0.112584912666568;0.133952870965004;0;0;0;0.463417440652847;0.505824221505059;0.536282777786255;0.6575066447258;0.760889201252549;0.846045255661011;0;0;0;0;0;0;0;0;0;0;0;0;0.570593595504761;0.617444742608953;0.651993095874786;0.00578867550939322;0.0275868465089136;0.0471226312220097;0.5499267578125;0.612983412212796;0.662090241909027;0.000851125922054052;0.00110183339954043;0.00134292501024902;3.54821729129913;149.390965776439;2573.23834405265
"T11S0803";"Propriano";19.23;"2022-03-04";8.86968333333333;41.6576166666667;NA;"0";3.06406685236769;1.4031562915195;217.045;188.822;168.863;124.609;15527.5;57.4118;0.87765;0.470821;82.9002;188.822;400.213;0.371831;0.159946;5.917893;17.11783;44.0058;29.2817;3.145;0;0;0;-22.5985507965088;-19.8721662060968;-18.2061042785645;0.481372863054276;0.516043453477323;0.549367964267731;0;0;0;0;0;0;0.0678284242749214;0.101567440433428;0.130823686718941;0;0.0260888425327721;0.0671955645084381;0;0;0;0;0;0;0;0;0;0;0;0;0.156827852129936;0.193718064576387;0.227264449000359;0;0;0;0.0848769545555115;0.131448280764744;0.170635417103767;0.00201340857893229;0.002208673475252;0.00236437143757939;0.971074755259906;570.056876481664;3458.06303017045
"T12R043";"Sisco";55.18;"2022-02-02";9.51188333333333;42.7978833333333;NA;"0";64.6492434662999;6.35115252574792;840.223;685.604;1908.93;630.434;397448;75.0318;0.810135;0.253982;142.649;685.604;1765.36;0.658461;0.448969;4.3699;3.29031;10.00946;20.2492;24.9148;33.1191;2.09690000000001;0.8429;-64.2252731323242;-62.2532640272571;-60.3196258544922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00103040877729654;0.00114823958914106;0.00127281050663441;0;0;0;0;0;0;0;0;0;0.00565579533576965;0.00570891941897571;0.00576431024819613;0.00685715900811677;1667.82221966081;10392.999778844
"T12R044";"Sisco";1.67;"2022-02-02";9.50576666666667;42.8006666666667;NA;"0";59.2847317744154;5.59505807406453;919.321;767.94;1908.93;630.458;397478;68.5787;1.02466;1.12731;243.635;767.94;1803.25;0.404496;0.290718;2.261556;2.11745;5.27818;19.6759;32.3839;33.3417;2.56189999999999;1.6842;-42.0136680603027;-39.8404816136216;-37.5086288452148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000248792988713831;0.000298613923951052;0.000348127185134217;0;0;0;0;0;0;0;0;0;0.00515019008889794;0.00518382140435278;0.00521561363711953;0.00548243532830384;1141.90746073678;9960.35472682473
"T12R045";"Sisco";38.58;"2022-02-02";9.50781666666667;42.8046333333333;NA;"0";67.4002751031637;6.04435098814641;559.344;438.593;429.182;423.19;179090;75.6583;1.18484;0.836617;141.293;438.593;1232.09;0.660372;0.459048;3.80087;3.70186;14.91205;33.4287;27.3042;15.7329;0;0;-41.1212196350098;-38.7493657758159;-35.0464553833008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000249241507844999;0.000317880505463108;0.000390446104574949;0;0;0;0;0;0;0;0;0;0.00483956187963486;0.00491691102797631;0.00500170513987541;0.00523479153343942;1253.36687239363;9578.87189858148
"T12S0205";"Bastia";10.2;"2022-02-08";9.54473333333333;42.5321666666667;NA;"0";2.47933884297521;2.30855193506646;395.882;328.793;517.184;302.654;91599.5;76.4506;1.16682;1.38173;93.4048;328.793;809.237;0.367162;0.298256;5.698702;10.70448;24.8111;26.8889;26.4082;4.8232;0;0;-12.8337850570679;-10.5220271387408;-8.64627170562744;0.613296031951904;0.647053482135137;0.678702771663666;0;0;0;0;0;0;0.111591331660748;0.141117761532466;0.170866847038269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.154534906148911;0.180162346363068;0.20553158223629;0;0;0;0;0.00969764806989891;0.0331516750156879;0.0014105630107224;0.0014380012677672;0.00146506493911147;0.979469239368336;919.247337773421;19848.009924405
"T12S0206";"Bastia";2.3;"2022-02-08";9.53823333333333;42.52175;NA;"0";2.47933884297521;2.07075646689822;360.134;331.656;390.946;236.03;55710;65.5395;0.823198;0.850639;62.1798;331.656;674.533;0.415906;0.323763;9.351931;6.1934;18.9375;40.2994;22.9343;1.5438;0;0;-3.76068186759949;-2.67136243081862;-1.30910921096802;0.870433568954468;0.898307993014653;0.930488884449005;0;0;0;0;0;0;0.413848876953125;0.442153646548589;0.476707398891449;0.306735455989838;0.387683545549711;0.483537018299103;0;0;0;0;0;0;0;0;0;0;0;0;0.259637326002121;0.285110685229301;0.314058572053909;0;0;0;0.23825167119503;0.275092463692029;0.322455823421478;0.000833195808809251;0.000876265087087328;0.000921229890082031;2.28922459912137;320.258283075439;20150.4431585639
"T12S0207";"Bastia";11.9;"2022-02-08";9.54516666666667;42.52065;NA;"0";3.03030303030303;13.2343899439815;189.572;141.194;153.824;200.68;40272.3;105.859;3.19572;12.48;29.8347;141.194;383.207;1.26207;1.46769;12.91804;25.4821;41.2415;11.9519;3.5527;2.124;0;0;-13.8712882995605;-12.57432109969;-11.5383338928223;0.604944288730621;0.631477308273315;0.657085716724396;0;0;0;0;0;0;0.153773665428162;0.177401180068652;0.201567336916924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0170184429734945;0.0420031456276774;0.0650555640459061;0;0;0;0;0.000373720175897082;0.00471708318218589;0.00136295962147415;0.00141022437795376;0.00145096983760595;0.852665578523495;889.777577949579;20032.5065297039
"T12S0208";"Bastia";7.5;"2022-02-08";9.53945;42.5098;NA;"0";1.10192837465565;3.02505917884257;133.638;119.303;127.646;80.5715;6491.76;60.2908;1.73431;4.17831;57.4029;119.303;213.384;0.662847;0.395813;11.27454;41.5893;39.0874;6.87439999999999;0.115700000000004;0;0;0;-10.616153717041;-9.5824908097585;-7.86799383163452;0.527046144008636;0.54431690176328;0.577239513397217;0;0;0;0;0;0;0.0804533511400223;0.0926826655864716;0.114062689244747;0.00669528963044286;0.0415778191294521;0.0943882241845131;0;0;0;0;0;0;0;0;0;0;0;0;0.131670489907265;0.156382903953393;0.189412519335747;0;0;0;0;0.00786420339815474;0.0316374003887177;0.000927262473851442;0.000947875869072353;0.000969150685705245;0.843772369699824;642.518334205952;18820.701304162
"T12S0615";"Ajaccio";73.57;"2022-02-26";8.75113333333333;41.9226833333333;NA;NA;20.6735726096683;6.77231557257424;96.6773;56.1202;269.203;99.0141;9803.79;102.417;0.934549;-0.364927;3.39997;56.1202;260.716;6.2444;5.1678;40.8251;16.6183;19.2412;11.9032;0;0;0;0;-39.1280670166016;-35.0829978450652;-28.6804962158203;0;0;0;0.264095604419708;0.291746637225151;0.307424366474152;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0119356727732035;0.015733303502202;0;0;0;0.000251935998676345;0.000297818958642893;0.000345852196915075;0.434909701347351;0.468874857823054;0.532134175300598;0;0;0;0;0.00143884723074734;0.0221804808825254;0.00795537512749434;0.00937624558185538;0.0107245575636625;0.783670079592654;618.717562386808;887.143548073277
"T12S0616";"Ajaccio";37.4;"2022-02-26";8.74951666666667;41.9226833333333;NA;"0";26.3586956521739;7.56807035345851;193.822;147.324;153.824;159.709;25507;82.3998;0.948214;0.0219458;19.6686;147.324;453.697;1.66784;1.58606;18.7504;20.3053;28.9534;22.2346;6.50239999999999;0;0;0;-39.5295829772949;-37.8159787654877;-36.3572006225586;0;0;0;0.301167845726013;0.335122870405515;0.369342774152756;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00108006014876689;0.00382330291904509;0;0;0;0.000367734639439732;0.000402904750080779;0.000437169685028493;0.444209218025208;0.465367658933004;0.485215097665787;0;0;0;0;0;0;0.0110883871093392;0.0122944996381799;0.013548999093473;0.814267993875546;580.556649235133;783.247086006911
"T12S0617";"Ajaccio";31.78;"2022-02-26";8.74893333333333;41.92675;NA;"0";28.4563758389262;13.5868734394374;116.408;69.323;127.646;132.174;17470;113.544;1.65748;2.25965;5.73255;69.323;330.023;4.00783;3.49423;40.27414;19.8023;18.4036;11.841;2.1769;0;0;0;-33.7346038818359;-32.2314108610153;-30.6732330322266;0;0;0;0.373878926038742;0.407305074314917;0.446532070636749;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00896422117347679;0.0534024611115456;0;2.15927091982937e-05;0.000223124661715701;0.000150252031744458;0.000185824222318197;0.000223809998715296;0.511738777160645;0.542614577278014;0.576859593391418;0;0;0;0;0.020333956314003;0.0511317998170853;0.00637731794267893;0.00722842815241987;0.00807689689099789;0.986653674164348;484.222793597678;751.955999984709
"T12S0618";"Ajaccio";26.06;"2022-02-26";8.74855;41.9292166666667;NA;"0";21.2080536912752;19.8266266401322;48.1566;32.2216;45.7513;47.5835;2264.19;98.8099;1.28535;1.05612;3.0706;32.2216;122.109;6.93186;5.40714;59.2406;18.9889;9.41500000000001;0.0164999999999935;0;0;0;0;-28.5796279907227;-25.6370887756348;-22.3629131317139;0;0;0;0.499879002571106;0.566844159737229;0.635183811187744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000223124661715701;0.000334686987116584;0.000892498646862805;4.49952021881472e-05;6.06133964993205e-05;7.78624307713471e-05;0.588536202907562;0.638124780729413;0.684877455234528;0;0;0;0.0838243663311005;0.113817790290341;0.150832906365395;0.002675861120224;0.00343802056158893;0.00421512592583895;1.32262005170219;288.683632122287;605.899333786781
"T12S0619";"Ajaccio";9.93;"2022-02-26";8.74886666666667;41.9322333333333;NA;"0";33.0201342281879;12.7437406253606;125.421;69.9715;60.5245;144.081;20759.2;114.877;1.65534;2.0114;5.8588;69.9715;367.357;4.418;3.33191;38.79399;21.399;15.748;12.7032;3.60590000000001;0;0;0;-11.6855783462524;-9.74264861643314;-7.95321416854858;0.0346532054245472;0.0518231216457582;0.0694931373000145;0.727607429027557;0.762860255856668;0.797552347183228;0;0;0;0;0.00969713928192974;0.0240123905241489;0;0;0;0;0;0;0;0.000777703653570385;0.0037957972381264;0.000669373897835612;0.00192534975752595;0.013142041862011;1.68773669884104e-06;3.72733248813376e-06;6.56195334158838e-06;0.862335443496704;0.895459498128583;0.92445582151413;0;0;0;0.217575028538704;0.242287256063954;0.268877863883972;0.000112635345431045;0.000248752891850252;0.0004379284218885;1.96508280461233;144.390055591665;638.734325189149
"T12S0671";"Cargese";76.55;"2022-02-28";8.5818;41.97825;"1";">90%";52.5139664804469;7.0149570624023;168.97;90.0128;517.184;184.279;33958.6;109.06;1.02193;-0.24001;3.76412;90.0128;482.803;5.69751;4.81139;32.317;15.239;14.0661;19.3411;8.5279;0;0;0;-81.5397644042969;-79.0825595198006;-77.0765914916992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.89923685463145e-05;0.000121278311174441;0.000154989174916409;0;0;0;0;0;0;0;0;0;0.00921848695725203;0.00945259478564064;0.00967150833457708;0.00957387309681508;1727.12123126974;14289.7531420505
"T12S0672";"Cargese";68;"2022-02-28";8.5849;41.97605;"1";"<10%";50.2793296089386;5.18245833262971;1353.86;1386.63;1908.93;556.372;309550;41.0952;0.170221;0.514989;614.04;1386.63;1959.48;0.168415;0.104127;0.586547;0.427401;0.8478;4.29202;20.49759;65.8601;5.67399999999999;1.542;-70.9344024658203;-69.0145250956217;-67.1371231079102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00019796313426923;0.000206401319701399;0.000214999963645823;0;0;0;0;0;0;0;0;0;0.00999139528721571;0.0100621980673168;0.0101312389597297;0.0102685993870182;1386.85663541812;13960.5419292821
"T12S0673";"Cargese";47.08;"2022-02-28";8.58866666666667;41.9729666666667;NA;"0";5.58659217877095;1.07546451794373;2262.18;1766.21;3162.28;1759.38;3100000;77.7735;2.76545;10.2314;963.905;1766.21;3980.09;0.060276;0.0339267;0.6920073;0.88656;1.20339;1.25717;7.00797;51.4936;12.1223;15.4479;-49.9078521728516;-47.9791692495346;-45.0438041687012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.00498169660568e-05;8.18748376332223e-05;0.000104895916592795;0;0;0;0;0;0;0;0;0;0.0100228982046247;0.0102488489064854;0.0104603860527277;0.0103307237441186;938.325990216826;13546.3650168946
"T12S0674";"Cargese";26.58;"2022-02-28";8.59816666666667;41.97045;NA;"0";42.1787709497207;2.92727272727272;1488.9;1428.27;1908.93;778.976;606804;52.3189;2.59337;11.2519;698.847;1428.27;1997.11;0;0;0;0;0.0709233;2.5587667;21.85881;65.7287;4.6083;3.57199999999999;-28.0695953369141;-26.1859814216351;-24.8858604431152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.26403292597388e-05;2.06971785701171e-05;3.1033945560921e-05;0;0;0;0;0;0;0;0;0;0.00676851207390428;0.00707902236899827;0.00733851408585906;0.00709971954756838;402.232220923075;12709.1066943223
"T12S0675";"Cargese";11.85;"2022-02-28";8.60661666666667;41.9693166666667;NA;"0";42.7374301675978;2.987680347849;638.713;539.888;517.186;370.959;137610;58.0791;1.23269;1.2198;298.118;539.888;1251.35;0.173331;0.05083;1.343409;2.28494;3.59363;34.88016;41.8636;15.8101;0;0;-14.510950088501;-12.5963471320368;-9.44940185546875;0;0.00875205083284527;0.0297027174383402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.88657053917996e-06;7.74626370609137e-06;1.48365443237708e-05;0;0;0;0;0;0;0;0;0;0.000152782129589468;0.000324846761941444;0.000620584818534553;0.00908464385849281;128.762369583166;12007.8714321653
"T12S0804";"Propriano";79.25;"2022-03-05";8.83273333333333;41.64445;NA;NA;50.6963788300836;7.3319105315341;248.755;170.402;153.824;246.967;60992.9;99.2813;2.06259;4.85829;34.0155;170.402;537.58;1.48184;1.2333;14.05476;19.0616;30.0799;22.4051;8.7029;2.9806;0;0;-85.3670272827148;-76.4414724622454;-68.7209548950195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0050069740973413;0.00523761149135328;0.00544850341975689;0.00523761149135328;449.32763020502;6820.13388919605
"T12S0805";"Propriano";45.28;"2022-03-05";8.83548333333333;41.6433666666667;NA;"0";44.8467966573816;5.16802487485695;1580.26;1263.67;3162.28;1248.09;1560000;78.9804;1.68124;3.04076;422.696;1263.67;3293.03;0.176772;0.116677;1.544771;1.51101;2.42211;7.43646;24.4568;37.7019;8.85469999999999;10.9305;-48.9789009094238;-45.2465602874756;-41.566722869873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00393281504511833;0.00419705011079024;0.00448265206068754;0.00419705011079024;341.846775117668;6695.73451672393
"T12S0806";"Propriano";39.65;"2022-03-05";8.83738333333333;41.6437666666667;NA;"0";33.983286908078;4.88816348283733;374.654;303.465;356.13;285.357;81428.6;76.1654;2.09686;5.79649;123.076;303.465;683.878;0.343125;0.155435;3.20695;6.61669;28.4807;39.7121;16.7331;4.75190000000001;0;0;-41.5709838867188;-36.4055646260579;-20.1157989501953;0;0.000756434833390578;0.0224867276847363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0033659755717963;0.00377676027616666;0.00414941040799022;0.00453319510955724;203.424238149375;6540.03905234725
"T12S0807";"Propriano";34.93;"2022-03-05";8.83668333333333;41.6416333333333;NA;"0";28.133704735376;2.31082019240307;1563.82;995.646;3162.28;1945.71;3790000;124.42;3.0348;11.5043;118.391;995.646;3490.31;0.200108;0.084175;4.097497;6.30682;9.1374;10.8415;19.4843;24.7949;7.99589999999999;10.6897;-37.9243850708008;-33.803143799305;-28.5358810424805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0022838010918349;0.00280448661426142;0.00329317897558212;0.00280448661426142;277.620096218714;6726.32390637151
"T13R046";"Rho";59.68;"2022-02-02";9.49403333333333;43.0168666666667;NA;"0";68.5006877579092;6.04819918780372;587.221;482.065;517.186;404.863;163914;68.9456;1.0496;0.597185;171.048;482.065;1194.43;0.377392;0.199205;1.527843;3.13515;15.88841;30.7272;32.0555;16.0893;0;0;-58.5873832702637;-58.0069151847593;-57.3564491271973;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.71727830194868e-05;7.04985995393907e-05;7.21977339708246e-05;0;0;0;0;0;0;0;0;0;0.0109484679996967;0.0110531693264361;0.011148483492434;0.0111236679259755;4040.10690736297;7154.57986583297
"T13R047";"Rho";60;"2022-02-02";9.50886666666667;43.0273666666667;NA;"0";60.7977991746905;4.99248567323412;669.39;561.537;517.186;403.402;162733;60.2641;0.964129;0.340088;253.672;561.537;1287.24;0.252286;0.123454;0.85198;1.02172;7.37891;33.08415;37.2333;20.0542;0;0;-62.9188652038574;-62.5019405734154;-62.1220359802246;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.25110249832505e-06;5.2308528603166e-06;8.51726508699358e-06;0;0;0;0;0;0;0;0;0;0.0126414727419615;0.0130625342757537;0.0134064825251698;0.0130677651286141;5659.09487584047;8763.63041522832
"T13R048";"Rho";69.46;"2022-02-02";9.52726666666667;43.0393833333333;NA;"0";63.5488308115543;4.97244009258798;594.404;490.643;517.186;418.687;175298;70.438;0.924044;0.258224;147.393;490.643;1224.87;0.621116;0.388094;3.01019;3.87997;14.22703;28.7846;31.5694;17.5196;0;0;-70.1750717163086;-69.9761981964111;-69.7317733764648;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.03178632445633e-05;6.83507240561691e-05;7.63658244977705e-05;0;0;0;0;0;0;0;0;0;0.00429270882159472;0.00432387148030102;0.00435274140909314;0.00439222220435719;7614.63381492964;10697.220135152
"T13R049";"Rho";68.96;"2022-02-02";9.53911666666667;43.0391333333333;NA;"0";67.9504814305364;4.86985587344662;560.205;465.196;471.139;375.438;140954;67.018;1.07613;0.762739;175.456;465.196;1124.12;0.488952;0.274251;1.904357;2.67135;14.68479;33.9883;32.1391;13.8489;0;0;-71.6709213256836;-71.0137552897135;-70.612434387207;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.33048024508753e-06;2.74002609756963e-06;4.66130677523324e-06;0;0;0;0;0;0;0;0;0;0.00406472897157073;0.00410606281366199;0.0041488129645586;0.00410880283975956;8210.81077996191;11245.4363447341
"T13R050";"Rho";82.42;"2022-02-02";9.55065;43.0461166666667;NA;"0";64.3741403026135;4.49607724803863;482.834;380.107;390.924;361.356;130578;74.8407;1.63496;2.68813;158.686;380.107;999.637;0.588628;0.351532;2.11946;3.28496;19.53022;40.4763;23.6562;9.9927;0;0;-82.8311767578125;-82.6689546108246;-82.4856262207031;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00654784636572003;0.00678190005211426;0.00703083584085107;0.00678190005211426;9420.06805428105;12440.200335234
"T13R051";"Rho";76.8;"2022-02-02";9.5582;43.0496833333333;NA;NA;69.3259972489684;5.18803768947154;655.804;558.466;567.782;415.733;172834;63.3929;0.863855;0.202723;205.988;558.466;1281.76;0.478178;0.300381;2.042501;2.10413;8.92471;29.6885;36.434;20.0276;0;0;-80.920524597168;-80.7298822113962;-80.5231170654297;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0106668323278427;0.0110966162445645;0.0114966100081801;0.0110966162445645;10132.9473673496;13139.5136454652
